ReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText,SentimentScore,SentimentCategory,SentimentBucket
269,75,4,2023-11-18,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
270,46,6,2023-09-25,1,The  color  was  different  from  what  was  shown.,0.0,Negative,0.0 to 0.49
271,21,17,2025-08-08,5,The    build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
272,39,17,2023-03-26,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
273,10,2,2024-10-09,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
274,93,11,2023-04-07,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
275,45,12,2023-04-03,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
276,86,1,2025-01-29,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
277,22,6,2025-03-21,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
278,80,20,2023-03-01,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0
279,86,5,2023-07-21,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
280,68,19,2023-11-09,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
281,71,5,2025-11-19,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
282,59,5,2023-02-17,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0
283,87,13,2023-02-14,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
284,89,13,2023-09-01,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
285,29,3,2023-08-25,4,"Good  quality,  but  could    be  cheaper.",0.2382,Positive,0.0 to 0.49
286,53,16,2023-05-04,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
287,75,6,2025-02-14,5,"I  love  this  product,  will    buy  again!",0.6696,Positive,0.5 to 1.0
288,68,17,2024-06-21,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0
289,87,15,2023-10-04,5,Customer  support  was    very  helpful.,0.6997,Positive,0.5 to 1.0
290,20,14,2024-09-23,2,"Average  experience,  nothing  special.",-0.3089,Negative,-0.49 to 0.0
291,17,7,2025-12-06,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
292,15,7,2025-10-19,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
293,25,13,2023-02-14,3,Not  worth    the  money.,-0.1695,Mixed Negative,-0.49 to 0.0
294,63,13,2023-11-09,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0
295,61,6,2024-10-13,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
296,85,18,2023-12-13,4,The    quality  is  top-notch.,0.0,Positive,0.0 to 0.49
297,92,16,2023-08-06,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0
298,41,15,2025-06-13,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
299,93,13,2024-02-01,1,Product  did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49
300,22,18,2023-05-09,2,Disappointed  with  the  performance.,-0.4767,Negative,-0.49 to 0.0
301,6,7,2023-05-30,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
302,64,19,2024-10-08,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
303,20,10,2024-04-25,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
304,66,14,2023-02-01,3,"Average    experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0
305,87,7,2023-08-25,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
306,52,8,2025-07-19,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0
307,63,16,2025-01-08,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49
308,90,14,2023-04-02,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
309,70,11,2023-02-02,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49
310,40,1,2024-11-30,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49
311,52,11,2023-11-14,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
312,90,3,2023-11-05,2,The  product  arrived  late.,0.0,Negative,0.0 to 0.49
313,13,3,2024-01-14,4,"I    love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
314,22,17,2025-10-06,2,Product  did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49
315,32,7,2025-06-13,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
316,48,4,2025-08-15,5,Five  stars  for  the  quick    delivery.,0.0,Positive,0.0 to 0.49
317,15,6,2023-08-04,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
318,97,4,2023-12-15,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
319,86,6,2024-12-11,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
320,79,17,2023-02-24,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
321,58,12,2024-04-17,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
322,76,13,2024-12-01,4,"Great    purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
323,47,4,2023-04-24,4,Shipping  was    fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
324,89,5,2024-07-08,4,Shipping  was  fast  and  the  item    was  well-packaged.,0.0,Positive,0.0 to 0.49
325,78,6,2023-04-17,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
326,17,14,2024-06-15,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
327,95,8,2023-08-25,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
328,100,13,2024-02-20,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0
329,6,9,2024-12-07,3,The  quality  is  top-notch.,0.0,Neutral,0.0 to 0.49
330,22,14,2023-03-18,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
331,68,4,2023-08-17,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
332,2,10,2024-11-06,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
333,87,5,2024-06-02,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
334,70,9,2025-04-14,5,Five  stars  for  the  quick    delivery.,0.0,Positive,0.0 to 0.49
335,75,14,2024-03-12,5,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
336,8,8,2024-02-07,2,The  product  arrived  late.,0.0,Negative,0.0 to 0.49
337,32,19,2024-05-22,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
338,98,4,2023-01-22,2,The  product  arrived  late.,0.0,Negative,0.0 to 0.49
339,38,2,2025-01-11,5,Exceeded  my    expectations!,0.0,Positive,0.0 to 0.49
340,95,17,2025-09-16,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
341,62,3,2024-11-04,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0
342,19,4,2025-06-15,4,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
343,84,4,2025-04-13,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0
344,21,10,2025-11-02,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0
345,48,4,2024-07-24,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
346,84,15,2025-06-27,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
347,75,16,2025-08-19,1,Disappointed    with  the  performance.,-0.4767,Negative,-0.49 to 0.0
348,52,13,2024-03-05,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0
349,26,11,2024-11-19,3,"I  love  this  product,  will  buy  again!",0.6696,Mixed Positive,0.5 to 1.0
350,57,6,2025-08-22,3,Not    worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0
351,55,5,2023-05-02,3,"The  product  is  okay,  but    the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
352,43,11,2025-12-22,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0
353,36,15,2025-09-08,5,"Great    purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
354,50,18,2024-01-03,2,"Average  experience,  nothing  special.",-0.3089,Negative,-0.49 to 0.0
355,59,9,2024-03-04,2,"Average  experience,  nothing  special.",-0.3089,Negative,-0.49 to 0.0
356,86,14,2023-11-23,1,The  product  arrived  late.,0.0,Negative,0.0 to 0.49
357,1,3,2024-04-01,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
358,13,15,2023-11-20,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0
359,79,15,2024-05-04,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0
360,33,15,2025-09-09,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0
361,71,7,2024-02-12,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0
362,33,11,2024-02-11,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
363,17,15,2025-04-15,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
364,46,8,2024-04-26,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
365,90,20,2025-10-24,3,"Good  quality,  but  could  be    cheaper.",0.2382,Mixed Positive,0.0 to 0.49
366,46,7,2023-11-14,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
367,96,1,2024-07-02,3,Not  worth  the    money.,-0.1695,Mixed Negative,-0.49 to 0.0
368,34,8,2025-05-11,1,"Not  satisfied,  the  product  broke  after  a  week.",-0.6288,Negative,-1.0 to -0.5
369,48,4,2024-12-19,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
370,73,6,2023-04-13,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
371,29,1,2024-01-20,2,Product  did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49
372,91,6,2023-05-10,4,"I  love  this  product,  will    buy  again!",0.6696,Positive,0.5 to 1.0
373,92,14,2025-07-12,1,"Average  experience,  nothing  special.",-0.3089,Negative,-0.49 to 0.0
374,89,12,2023-02-08,1,The  product    stopped  working  after  a  month.,-0.2263,Negative,-0.49 to 0.0
375,73,4,2024-12-16,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
376,38,6,2023-07-03,3,"Good  quality,    but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49
377,77,4,2023-11-29,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0
378,64,9,2024-03-20,2,The  product  arrived    late.,0.0,Negative,0.0 to 0.49
379,62,4,2023-01-27,5,The    quality  is  top-notch.,0.0,Positive,0.0 to 0.49
380,52,4,2024-02-23,4,"I  love    this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
381,45,4,2024-01-24,3,"Good  quality,  but    could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49
382,38,7,2023-09-03,4,"Good  quality,    but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
383,54,13,2024-09-05,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0
384,20,3,2025-06-04,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0
385,81,5,2023-06-09,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
386,86,5,2024-04-09,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49
387,42,14,2025-03-29,5,Shipping  was  fast  and  the    item  was  well-packaged.,0.0,Positive,0.0 to 0.49
388,99,1,2025-12-10,1,Disappointed  with  the  performance.,-0.4767,Negative,-0.49 to 0.0
389,14,2,2024-09-14,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0
390,30,10,2023-05-22,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49
391,98,20,2024-01-05,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0
392,93,11,2023-06-29,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0
393,6,20,2024-04-18,2,Product  did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49
394,7,4,2024-10-19,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
395,35,9,2025-04-12,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
396,75,6,2025-09-12,3,"Good    quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49
397,11,14,2024-04-23,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
398,17,7,2023-09-02,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
399,68,1,2024-07-21,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0
400,42,10,2023-06-30,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0
401,93,18,2024-04-13,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
402,68,12,2025-12-16,4,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
403,53,14,2023-06-18,3,"Good  quality,  but    could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49
404,90,7,2025-06-04,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
405,43,4,2025-09-10,5,Exceeded  my    expectations!,0.0,Positive,0.0 to 0.49
406,11,9,2025-12-15,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49
407,79,11,2023-01-12,2,Disappointed  with  the    performance.,-0.4767,Negative,-0.49 to 0.0
408,17,4,2023-12-12,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
409,59,19,2023-02-22,5,"I  love  this  product,  will  buy    again!",0.6696,Positive,0.5 to 1.0
410,83,1,2023-01-11,1,Product  did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49
411,32,15,2023-03-05,3,"The  product  is  okay,  but  the    instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
412,83,7,2024-05-10,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
413,60,12,2023-08-24,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
414,59,14,2025-07-31,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
415,97,8,2025-06-04,2,Disappointed  with  the    performance.,-0.4767,Negative,-0.49 to 0.0
416,15,17,2023-04-19,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
417,9,16,2024-11-28,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0
418,94,2,2025-03-02,1,"Not  satisfied,  the  product  broke  after  a    week.",-0.6288,Negative,-1.0 to -0.5
419,68,6,2025-09-01,1,The  color  was  different  from  what  was  shown.,0.0,Negative,0.0 to 0.49
420,18,11,2023-06-10,5,"I  love  this    product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
421,75,13,2025-08-18,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
422,81,17,2025-09-30,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
423,76,18,2023-08-01,2,Product  did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49
424,53,11,2024-03-21,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
425,89,6,2025-03-04,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0
426,74,17,2024-04-07,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
427,81,11,2025-08-20,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
428,58,9,2025-01-17,5,The  build    quality  is  impressive.,0.5106,Positive,0.5 to 1.0
429,71,2,2023-06-08,4,Customer    support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
430,99,9,2025-08-03,2,"Average  experience,  nothing  special.",-0.3089,Negative,-0.49 to 0.0
431,94,11,2023-02-10,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0
432,31,18,2025-02-14,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
433,72,2,2025-06-11,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
434,7,18,2023-02-25,5,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
435,65,1,2023-02-28,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0
436,11,1,2024-01-03,4,Shipping  was  fast    and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
437,73,4,2023-06-24,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0
438,72,20,2023-09-13,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
439,67,11,2025-11-11,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
440,93,7,2023-07-22,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0
441,12,6,2023-09-03,1,Product  did    not  meet  my  expectations.,0.0,Negative,0.0 to 0.49
442,28,8,2025-04-06,1,The  product  stopped  working  after  a  month.,-0.2263,Negative,-0.49 to 0.0
443,37,13,2024-01-19,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49
444,22,16,2023-10-20,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
445,25,14,2023-05-27,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49
446,84,14,2025-06-10,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
447,38,2,2024-08-19,4,Shipping    was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
448,75,12,2025-12-25,4,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0
449,43,14,2024-03-10,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
450,92,4,2024-08-04,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0
451,68,11,2023-04-18,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0
452,42,19,2024-08-28,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
453,100,2,2023-04-23,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
454,27,9,2025-09-17,4,Customer  support    was  very  helpful.,0.6997,Positive,0.5 to 1.0
455,79,20,2024-07-30,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
456,2,1,2024-01-09,2,Product  did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49
457,29,1,2024-12-12,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
458,42,20,2025-07-05,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
459,90,17,2023-06-16,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
460,92,16,2025-08-09,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
461,66,5,2025-10-11,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
462,85,14,2023-02-02,5,The    build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
463,5,2,2025-11-02,3,"Great  purchase,  very    satisfied.",0.8016,Mixed Positive,0.5 to 1.0
464,73,11,2024-05-28,4,"Great  purchase,  very    satisfied.",0.8016,Positive,0.5 to 1.0
465,43,12,2025-12-14,1,Disappointed    with  the  performance.,-0.4767,Negative,-0.49 to 0.0
466,49,16,2023-02-16,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
467,29,16,2023-07-16,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
468,12,12,2024-01-09,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0
469,54,13,2023-10-06,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
470,46,1,2025-10-24,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
471,88,4,2024-04-26,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
472,69,8,2024-12-05,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
473,7,19,2024-08-03,1,The  product  arrived  late.,0.0,Negative,0.0 to 0.49
474,47,20,2025-05-31,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49
475,74,20,2023-04-18,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
476,54,10,2023-12-12,4,Customer  support    was  very  helpful.,0.6997,Positive,0.5 to 1.0
477,91,10,2025-04-25,4,The    quality  is  top-notch.,0.0,Positive,0.0 to 0.49
478,79,6,2023-07-23,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
479,7,13,2024-12-28,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
480,90,9,2023-07-22,5,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
481,21,2,2024-12-02,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
482,49,10,2025-07-11,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0
483,28,20,2024-06-29,2,The  product  arrived  late.,0.0,Negative,0.0 to 0.49
484,36,10,2023-08-22,1,The  product  arrived  late.,0.0,Negative,0.0 to 0.49
485,66,18,2025-06-10,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
486,44,3,2024-01-20,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0
487,78,3,2025-05-01,1,I  had  a  bad  experience  with  this  product.,-0.5423,Negative,-1.0 to -0.5
488,89,12,2025-02-24,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49
489,15,8,2023-11-09,4,Five  stars    for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
490,46,11,2025-07-05,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
491,59,6,2023-06-22,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
492,94,20,2025-03-19,2,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Negative,-0.49 to 0.0
493,26,2,2024-07-16,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
494,2,13,2025-05-25,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
495,56,7,2023-04-26,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
496,87,1,2024-01-29,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49
497,90,6,2024-02-21,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
498,81,17,2025-01-17,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
499,72,6,2024-08-26,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
500,57,9,2025-12-20,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0
501,39,12,2023-12-01,4,Customer  support  was    very  helpful.,0.6997,Positive,0.5 to 1.0
502,5,1,2025-11-10,2,Product    did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49
503,5,16,2024-07-03,2,Product  did  not  meet    my  expectations.,0.0,Negative,0.0 to 0.49
504,35,8,2024-01-18,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
505,82,2,2024-07-11,5,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
506,80,8,2025-10-19,2,"Average  experience,    nothing  special.",-0.3089,Negative,-0.49 to 0.0
507,66,3,2024-12-10,3,Customer  support    was  very  helpful.,0.6997,Mixed Positive,0.5 to 1.0
508,64,14,2025-01-19,3,"Good  quality,  but  could  be    cheaper.",0.2382,Mixed Positive,0.0 to 0.49
509,5,11,2024-05-25,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
510,20,6,2024-11-05,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
511,55,15,2025-04-01,1,Not    worth  the  money.,-0.1695,Negative,-0.49 to 0.0
512,11,1,2025-01-15,3,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Neutral,0.0 to 0.49
513,21,3,2025-11-09,5,Amazing  value    for  the  price.,0.7351,Positive,0.5 to 1.0
514,72,15,2023-06-18,2,"Average  experience,  nothing  special.",-0.3089,Negative,-0.49 to 0.0
515,89,3,2024-12-06,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
516,46,18,2025-01-03,4,The  quality    is  top-notch.,0.0,Positive,0.0 to 0.49
517,29,4,2024-03-30,5,"Great  purchase,  very    satisfied.",0.8016,Positive,0.5 to 1.0
518,17,12,2024-04-27,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
519,58,4,2023-03-06,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
520,63,1,2024-08-24,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49
521,47,5,2024-03-31,2,Product  did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49
522,8,10,2023-08-04,1,Product    did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49
523,8,12,2023-12-07,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
524,27,4,2025-09-01,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
525,1,1,2023-11-23,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
526,74,3,2025-05-20,3,"Good    quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49
527,27,14,2024-07-03,3,Not  worth    the  money.,-0.1695,Mixed Negative,-0.49 to 0.0
528,81,16,2024-11-09,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
529,19,11,2025-05-05,4,Five  stars    for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
530,48,10,2025-11-24,5,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
531,65,3,2024-07-21,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49
532,6,6,2023-05-30,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
533,92,6,2024-04-06,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
534,41,2,2025-07-02,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
535,85,13,2023-03-25,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
536,33,19,2024-12-29,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0
537,8,9,2023-03-11,4,Shipping  was  fast  and  the  item    was  well-packaged.,0.0,Positive,0.0 to 0.49
